fips,state,county,child_poverty_rate,convenience_stores,convenience_stores_per_1k,csa_farms,deep_poverty_rate,dollar_stores,dollar_stores_per_1k,farmers_markets,farmers_markets_accepting_snap,farmers_markets_per_1k,fast_food_per_1k,fast_food_restaurants,food_banks,food_hubs,food_insecurity_rate,full_service_per_1k,full_service_restaurants,general_food_sales_tax,grocery_stores,grocery_stores_per_1k,low_access_children,low_access_low_income,low_access_no_car_hh,low_access_pop,low_access_seniors,low_access_snap_hh,median_household_income,metro_nonmetro,pct_65_and_older,pct_adult_diabetes,pct_adult_obesity,pct_farmers_markets_snap,pct_free_lunch_eligible,pct_low_access,pct_low_access_children,pct_low_access_low_income,pct_low_access_no_car,pct_low_access_seniors,pct_low_access_snap,pct_reduced_lunch_eligible,pct_school_breakfast,pct_school_lunch,pct_snap_participants,pct_summer_food,pct_under_18,pct_wic_participants,persistent_poverty,population_loss,poverty_rate,snap_authorized_stores,snap_benefits_per_capita,snap_participation_rate,snap_redemptions_per_store,snap_stores_per_1k,specialized_food_stores,supercenters,supercenters_per_1k,very_low_food_security_rate,wic_authorized_stores,wic_redemptions_per_capita,wic_stores_per_1k
18091,IN,LaPorte,18.7,59,0.538011909,0,6.664557023,23,0.209733456,5,0,0.045451652,0.647438049,71,0,0,12.2,0.7751019,85,0,14,0.127663836,15172.6578,9286.675013,1407.506282,26712.72425,9331.165941,3174.407844,62620,1,18.58081963,11.9,37.7,0,45.74033509,23.96469307,59.77723694,8.33132267,3.32500124,58.80863571,7.499014378,6.879403232,9.026188654,20.62287635,8.994170528,11.61239052,21.28859514,2.270813399,0,0,12.2,102,27.70077324,73,2200583.852,0.908969402,8,3,0.027356537,5.3,9,12.04290581,0.080203183
18093,IN,Lawrence,17.2,25,0.549498856,0,5.226065028,13,0.285739392,1,0,0.021897171,0.439599097,20,0,0,12.2,0.417619139,19,0,7,0.153859675,7307.662563,1350.957826,380.8756281,3306.109379,4579.026396,997.8181594,52557,0,20.7415965,9.1,37.7,0,39.13692698,7.166318417,67.21543884,2.928334475,2.024749517,60.55311203,5.304439545,10.42257727,9.026188654,20.62287635,8.994170528,11.61239052,21.35700162,2.270813399,0,0,12.6,39,19.01815605,73,666187.2037,0.864495814,3,,,5.3,5,11.98807335,0.110832796
18095,IN,Madison,21.2,62,0.478096247,0,6.680112753,26,0.20049198,5,1,0.038568046,0.562919796,73,0,0,12.2,0.663165748,86,0,20,0.154224604,17262.99188,19346.43697,1585.42874,46555.23923,11851.39767,3143.046502,54026,1,19.16175487,12.6,37.7,20,49.08560012,35.36664581,56.8067131,14.69691944,3.053187609,58.57170105,6.052817345,6.633881461,9.026188654,20.62287635,8.994170528,11.61239052,21.65312882,2.270813399,0,0,15.7,127,24.27366638,73,2900060.893,0.972844601,,,,5.3,14,13.59046268,0.107242711
18097,IN,Marion,20.9,397,0.410895258,1,8.189684655,144,0.149040088,20,11,0.020949647,0.847665489,819,1,0,12.2,0.800055504,773,0,166,0.171810105,81720.91441,110524.2283,9033.603695,294165.3133,31275.70429,16121.97843,58737,1,12.86385736,11.6,37.7,55,58.66008796,32.56227493,36.07907867,12.23434639,2.467011452,32.54428101,4.402794838,6.467858579,9.026188654,20.62287635,8.994170528,11.61239052,24.02376988,2.270813399,0,0,15.1,872,30.89916801,73,26329842.45,0.897362173,41,22,0.022770014,5.3,66,17.90647507,0.067919612
18099,IN,Marshall,11.6,18,0.390387774,0,4.50642832,13,0.281946748,4,1,0.086490229,0.824151993,38,0,0,12.2,0.628958106,29,0,8,0.173505679,8926.555254,2320.781337,744.6703579,7016.328928,4689.161896,740.1151935,68799,0,18.7460679,8.6,37.7,25,42.08725406,14.91217804,70.57123566,4.932480335,4.27823925,67.91949463,4.252069473,10.240743,9.026188654,20.62287635,8.994170528,11.61239052,24.85302094,2.270813399,0,0,8.6,47,16.68004036,73,594523.4952,1.017139912,3,,,5.3,5,13.97842884,0.108206369
18101,IN,Martin,15.6,7,0.694513321,0,2.774590591,3,0.297648579,0,0,0,0.694513321,7,0,0,12.2,0.793729544,8,0,,,1585.317299,324.5772682,39.34791369,1098.531876,930.2222817,213.9111784,61520,0,20.209947,6.9,37.7,0,42.06128134,10.6302681,63.89831924,3.14086771,0.933299661,57.24444962,5.073794365,8.635097493,9.026188654,20.62287635,8.994170528,11.61239052,22.92091317,2.270813399,0,0,11.6,8,17.17266846,73,82092.11999,0.811112225,,,,5.3,4,6.421172142,0.405556113
18103,IN,Miami,21.1,13,0.367980063,0,7.286238749,7,0.19814311,1,0,0.028115951,0.481204718,17,0,0,12.2,0.509510875,18,0,9,0.254755437,5663.404635,3609.374669,245.0021805,7011.624732,3358.236822,970.7962329,56867,0,17.3599911,9.3,37.7,0,45.87266175,19.00014877,67.47771454,9.780708313,1.820765257,65.23381805,7.214597225,9.353011841,9.026188654,20.62287635,8.994170528,11.61239052,21.79244758,2.270813399,0,0,14.9,36,23.28417587,73,607572.51,1.001335144,,,,5.3,3,,0.083444595
18105,IN,Monroe,14.4,49,0.330591887,2,12.77343216,10,0.067467734,4,4,0.027226256,0.742145061,110,1,0,12.2,0.910814404,135,0,20,0.134935468,11488.32949,7376.171628,683.0202283,25286.66256,6278.834845,1486.895471,53166,1,14.6130062,8.4,37.7,100,30.57944452,18.32712173,51.12513733,5.346059322,1.244933367,44.69876099,2.710147858,5.731002397,9.026188654,20.62287635,8.994170528,11.61239052,16.58626662,2.270813399,0,0,21.1,80,10.9112196,73,1560035.901,0.571163416,8,3,0.02024032,5.3,7,7.073852062,0.049976796
18107,IN,Montgomery,15.5,25,0.651635587,0,5.085770838,9,0.234588817,1,1,0.02607834,0.808028162,31,0,0,12.2,0.677701056,26,0,8,0.208523393,5487.897669,1435.726539,225.9031867,3953.393325,3388.554999,650.8181873,57997,0,18.4943062,9,37.7,100,40,10.36982822,60.04921341,3.765938997,1.508132577,57.1618576,4.344870567,7.529411765,9.026188654,20.62287635,8.994170528,11.61239052,22.98871784,2.270813399,0,0,11.7,41,18.2457962,73,551068.7875,1.078436494,,,,5.3,2,,0.052606661
18109,IN,Morgan,12.5,32,0.452571869,0,4.474314385,12,0.169714451,2,0,0.02852416,0.523286223,37,0,0,12.2,0.523286223,37,0,8,0.113142967,12086.08415,4182.851349,400.2236586,19767.55277,6038.432396,1237.199436,69203,1,18.39091669,11.5,37.7,0,36.47100613,28.69270515,69.74887085,6.071430683,1.553361773,67.70301819,4.801860809,8.302992629,9.026188654,20.62287635,8.994170528,11.61239052,22.30008359,2.270813399,0,0,10.3,44,20.89373589,73,681317.7581,0.613180578,,,,5.3,5,7.023908615,0.06967961
18111,IN,Newton,18.1,9,0.647156119,0,6.345941976,5,0.359531164,0,0,0,0.431437403,6,0,0,12.2,0.790968597,11,0,,,2625.507498,769.8015193,182.8977076,2076.388761,1902.770086,459.7538603,61336,1,20.15184382,8.3,37.7,0,46.76483713,14.57728672,80.07037354,5.404391289,3.323600054,80.28565979,8.354603767,8.165997323,9.026188654,20.62287635,8.994170528,11.61239052,21.42443962,2.270813399,0,0,11.9,18,17.67694855,73,132055.3317,1.301612496,,,,5.3,1,,0.072311811
18113,IN,Noble,13.1,22,0.459943146,0,3.499361983,10,0.209065065,3,0,0.063115373,0.627195179,30,0,0,12.2,0.459943146,22,0,7,0.146345541,8200.495921,1764.14613,556.6054102,4303.433365,3870.9631,764.52065,65979,0,16.94375961,9.3,37.7,0,40.22468831,9.052998543,63.81708908,3.711179256,3.20717597,65.15676117,4.405189514,10.50828881,9.026188654,20.62287635,8.994170528,11.61239052,25.11326043,2.270813399,0,0,9.1,44,16.43251419,73,398264.5464,0.927663326,,,,5.3,5,11.82623482,0.10541629
18115,IN,Ohio,14.2,,,0,4.836220202,0,0,1,0,0.171115682,,,0,0,12.2,,,0,,,840.0244529,0,34.82168253,0,598.9214775,107.3427977,64947,1,22.02020202,7,37.7,0,27.47688243,0,64.61726379,0,1.4058007,58.77541351,4.333580971,7.529722589,9.026188654,20.62287635,8.994170528,11.61239052,20.47138047,2.270813399,0,0,9.1,3,12.33310699,73,,0.502176106,,,,5.3,1,,0.16739203
18117,IN,Orange,21.9,8,0.407103956,0,5.025514149,5,0.25443998,3,3,0.153932989,0.610655963,12,0,0,12.2,0.76331991,15,0,,,3233.219537,78.14588914,341.0764066,217.7107218,1837.37949,656.3850773,52910,0,20.1288569,10,37.7,100,43.05159861,1.097332239,66.1595993,0.393880486,4.332779408,58.66473389,8.338225365,8.673630896,9.026188654,20.62287635,8.994170528,11.61239052,23.34524589,2.270813399,0,0,14.4,17,23.37031174,73,284591.127,0.859975696,,,,5.3,3,,0.151760414
18119,IN,Owen,17.9,8,0.384006143,1,5.600883087,3,0.144002303,1,1,0.047973134,0.480007678,10,0,0,12.2,0.288004607,6,0,4,0.192003071,4200.910309,57.29676717,215.0153989,151.7556886,2502.715043,851.1770569,57716,1,20.39772994,9.1,37.7,100,42.11332312,0.703386724,83.83377075,0.265570194,2.53376627,78.4058609,10.0303688,8.422664625,9.026188654,20.62287635,8.994170528,11.61239052,21.19037569,2.270813399,0,0,11.3,19,25.26040459,73,196560.1892,0.889471471,,,,5.3,4,6.368359089,0.187257156
18121,IN,Parke,21.8,10,0.592733085,0,7.10375217,5,0.296366543,2,0,0.118154429,0.23709324,4,0,0,12.2,0.533459783,9,0,,,3381.415098,1122.586197,354.2158325,3273.549083,2295.289501,703.2827464,55683,0,19.5159693,8.5,37.7,0,47.91386272,18.87968826,91.06962585,6.474342346,5.692957878,84.72829437,11.30316257,7.402422611,9.026188654,20.62287635,8.994170528,11.61239052,23.42163902,2.270813399,0,0,16,13,18.76494217,73,135389.3318,0.796227098,,,,5.3,2,,0.122496478
18123,IN,Perry,16.6,9,0.469875753,0,3.628040057,4,0.208833665,2,0,0.104701079,0.5742926,11,0,0,12.2,0.730917811,14,0,,,2489.601565,1366.353128,152.0488872,5533.439036,1446.582558,309.2330845,58097,0,19.26447574,8,37.7,0,36.49015614,28.61433029,60.09175873,7.065638065,2.033826828,49.28731155,4.136343956,7.433808554,9.026188654,20.62287635,8.994170528,11.61239052,20.64162754,2.270813399,0,0,12.8,14,14.69231796,73,313610.77,0.729698718,,,,5.3,2,,0.104242675
18125,IN,Pike,13.9,11,0.888673425,0,3.028781794,0,0,1,1,0.080580175,0.242365494,3,0,0,12.2,0.484730989,6,0,,,2567.962066,109.2945017,168.923513,333.3446955,1780.503702,338.2605032,52093,0,20.30204082,8.8,37.7,100,32.23443223,2.595131874,89.16535187,0.850871921,3.257298708,81.86223602,6.52257061,8.895866039,9.026188654,20.62287635,8.994170528,11.61239052,22.44081633,2.270813399,0,0,11.3,12,15.45079994,73,88913.81333,0.981434524,,,,5.3,1,,0.081786208
18127,IN,Porter,12,64,0.374312788,1,4.548748471,19,0.111124106,3,0,0.017689304,0.731079638,125,0,0,12.2,0.754474223,129,0,14,0.08188092,24215.66158,13057.32265,716.2912908,66466.9931,11787.26539,2226.93918,80878,1,17.60471091,10.2,37.7,0,28.52401619,40.44406891,60.65895462,7.945165157,1.155345798,57.88570023,3.591953278,6.714322185,9.026188654,20.62287635,8.994170528,11.61239052,22.09912536,2.270813399,0,0,9.7,106,12.75441551,73,2120119.435,0.611462057,7,5,0.029243186,5.3,15,8.634264946,0.086527646
18129,IN,Posey,11.6,11,0.435212672,0,3.913894325,5,0.197823942,2,1,0.078308538,0.395647883,10,0,0,12.2,0.514342248,13,0,4,0.158259153,4777.163732,2174.703882,207.7205767,8199.419932,2836.548687,446.7206257,74102,1,19.43144874,8.9,37.7,50,29.10384068,31.64577293,77.82932281,8.393299103,2.04228282,76.02649689,4.392101288,6.458036984,9.026188654,20.62287635,8.994170528,11.61239052,22.89271271,2.270813399,0,0,9.1,19,13.69271374,73,153736.005,0.753191173,,,,5.3,4,2.682389975,0.158566564
18131,IN,Pulaski,17.1,7,0.56506294,0,5.88713612,4,0.322893113,0,0,0,0.484339684,6,0,0,12.2,0.968679368,12,0,,,2354.438176,477.5369271,95.70365963,1270.863362,1544.28684,480.3976507,58239,0,21.00847051,8.2,37.7,0,38.51674641,9.482639313,73.62220764,3.563176632,1.811882973,68.81848907,9.094995499,7.081339713,9.026188654,20.62287635,8.994170528,11.61239052,21.86351287,2.270813399,0,0,11.5,14,21.64729309,73,81304.95917,1.120179176,,,,5.3,2,,0.160025612
18133,IN,Putnam,15.1,17,0.45370841,0,4.213260684,7,0.186821103,3,1,0.079409197,0.50708586,19,0,0,12.2,0.50708586,19,0,4,0.106754914,5973.438669,1343.555946,219.9713676,4533.35324,3558.350504,831.388548,61223,0,17.38550346,12.6,37.7,33.33333206,37.86982249,11.94150448,74.70533752,3.539119482,1.702960134,69.35003662,6.4363904,8.336233902,9.026188654,20.62287635,8.994170528,11.61239052,19.46577357,2.270813399,0,0,12,27,15.67295647,73,433943.3751,0.730875432,,,,5.3,3,,0.081208378
18135,IN,Randolph,20.8,11,0.454714566,0,4.90248851,7,0.289363801,1,1,0.04023983,0.413376868,10,0,0,12.2,0.785416067,19,0,4,0.16535075,4918.305758,2056.315596,232.8372359,4619.066796,3401.014806,844.9856206,50809,0,21.3941719,8.2,37.7,100,45.65064478,17.64956093,77.05319977,7.85722971,2.227894306,76.00032806,8.085212708,11.25439625,9.026188654,20.62287635,8.994170528,11.61239052,22.49612277,2.270813399,0,0,14,24,24.60281372,73,387865.6328,0.976165295,,,,5.3,2,,0.081347108
18137,IN,Ripley,12.5,15,0.527277827,0,5.686205686,7,0.246062994,2,0,0.070118852,0.527277827,15,0,0,12.2,0.632733405,18,0,7,0.246062994,4681.968875,234.1455655,267.839111,1249.147378,2516.312003,418.7655156,65893,0,19.60337989,8.6,37.7,0,34.0974212,4.334608078,61.6860199,0.812497616,2.482520342,58.7786026,3.881411791,8.265373595,9.026188654,20.62287635,8.994170528,11.61239052,23.14881876,2.270813399,0,0,8.9,27,14.82236576,73,194296.4877,0.931355655,3,,,5.3,6,13.50917435,0.20696792
18139,IN,Rush,16.2,11,0.660700321,1,5.122426605,3,0.180190995,1,1,0.060013201,0.600636661,10,0,0,12.2,0.780827701,13,0,3,0.180190995,2730.676019,771.0851825,139.0935195,2253.163037,1607.390128,366.8463005,60486,0,18.62464183,8.8,37.7,100,42.16146946,12.95516968,63.40088272,4.433562279,2.055468082,58.64247131,5.421106815,8.15890645,9.026188654,20.62287635,8.994170528,11.61239052,23.01814709,2.270813399,0,0,11,16,21.32260132,73,206420.9983,0.957166791,,,,5.3,2,,0.119645849
18141,IN,St. Joseph,18.6,115,0.423597693,1,6.857574054,41,0.151021793,5,3,0.018465789,0.747742057,203,1,0,12.2,0.740375102,201,0,47,0.17312254,25184.65598,21778.14406,1680.107542,84765.94227,16054.76728,2719.837039,59325,1,16.47344199,8.9,37.7,60,48.38742758,31.75575066,38.24491119,8.158717155,1.630080342,45.14204025,2.638850689,7.662923653,9.026188654,20.62287635,8.994170528,11.61239052,22.97846925,2.270813399,0,0,14.3,221,24.17423058,73,5795502.5,0.811342657,15,10,0.036834583,5.3,20,12.79185104,0.073424675
18143,IN,Scott,20.9,14,0.588532031,0,6.16999488,6,0.252228022,1,0,0.041879553,0.840760052,20,0,0,12.2,0.294266015,7,0,3,0.126114011,4294.02941,2379.6706,304.3493124,4340.846383,2265.847657,751.6695119,54747,0,17.74114173,10.2,37.7,0,63.26160228,17.95147514,73.88213348,9.841075897,3.238792181,69.82581329,7.999037266,6.948405496,9.026188654,20.62287635,8.994170528,11.61239052,22.71571522,2.270813399,0,0,14.4,24,32.80365372,73,515276.9624,0.983485639,,,,5.3,4,19.30469513,0.163914278
18145,IN,Shelby,13.7,18,0.401149958,0,4.059989531,7,0.15600276,1,1,0.022425044,0.579438865,26,0,0,12.2,0.668583274,30,0,5,0.111430548,6994.279092,2158.012554,215.6203614,7371.049902,4399.137946,675.0476543,64528,1,17.87370991,10.6,37.7,100,37.18728871,16.5880146,64.49311829,4.856451035,1.246216416,71.09143066,3.901558399,7.099391481,9.026188654,20.62287635,8.994170528,11.61239052,22.64121629,2.270813399,0,0,9.9,35,20.36393166,73,525711.2405,0.778816223,,,,5.3,3,,0.066755675
18147,IN,Spencer,10.9,15,0.741656363,0,2.473085517,7,0.346106291,0,0,0,0.64276886,13,0,0,12.2,0.346106291,7,0,4,0.197775036,3842.690666,2.815682462,157.5794513,28.56927218,2356.244449,444.1249329,62311,0,20.04038364,7.3,37.7,0,28.18181818,0.136355817,75.89750671,0.013438729,1.949758172,74.92033386,5.495235443,5.939393939,9.026188654,20.62287635,8.994170528,11.61239052,22.01918223,2.270813399,0,0,8.1,16,12.805933,73,107086.6292,0.80260849,,,,5.3,3,,0.150489092
18149,IN,Starke,20.8,9,0.390472472,0,6.295305488,8,0.347086638,1,0,0.043601483,0.390472472,9,0,0,12.2,0.607401609,14,0,3,0.130157486,4209.79538,298.9808329,260.3251622,477.7863688,2705.970334,651.2697871,57994,0,20.07188396,8.2,37.7,0,48.77980365,2.045055628,73.90792084,1.279719353,2.880340338,75.69147491,7.205905914,7.208976157,9.026188654,20.62287635,8.994170528,11.61239052,22.33965171,2.270813399,0,0,14.2,23,32.39113617,73,295944.7058,0.98678565,,,,5.3,3,,0.128711179
18151,IN,Steuben,14.8,19,0.545491099,0,4.729605866,10,0.287100583,1,1,0.028913433,0.602911174,21,0,0,12.2,1.062272072,37,0,5,0.143550292,6087.215478,3917.332532,392.3034278,10550.72199,4060.146949,557.9561821,65407,0,20.53434006,8.7,37.7,100,34.52637244,30.86360168,77.69260406,11.45921421,2.94743371,79.76712799,4.192007542,10.68353068,9.026188654,20.62287635,8.994170528,11.61239052,20.12777697,2.270813399,0,0,9.7,29,16.77145767,73,363502.682,0.840409219,,,,5.3,4,15.41857243,0.11591851
18153,IN,Sullivan,20.6,12,0.583147049,0,6.346205779,5,0.242977932,0,0,0,0.437360287,9,0,0,12.2,0.680338204,14,0,3,0.145786762,3544.688353,1166.98438,218.6931759,3408.401449,2335.257961,682.6472258,47606,1,18.81154825,8.6,37.7,0,43.32905709,15.87148476,77.22632599,5.43415308,2.795515537,73.29748535,8.726156235,8.274534958,9.026188654,20.62287635,8.994170528,11.61239052,20.31512706,2.270813399,0,0,16.2,25,19.30864716,73,233092.3121,1.202443361,,,,5.3,3,,0.144293204
18155,IN,Switzerland,23.2,5,0.466243953,0,6.574358974,0,0,1,0,0.093309693,,,0,0,12.2,0.652741492,7,0,3,0.279746354,2403.027659,330.5233934,104.1965764,487.6244552,1254.224202,304.9214327,57362,0,17.78781966,8.3,37.7,0,43.26923077,4.594595909,88.2816925,3.114325762,2.582959175,80.96993256,7.558785915,9.294871795,9.026188654,20.62287635,8.994170528,11.61239052,24.54554791,2.270813399,0,0,13.9,11,19.10046005,73,69488.7625,1.111560225,,,,5.3,2,,0.202101856
18157,IN,Tippecanoe,14.5,70,0.356933445,0,10.08362637,20,0.101980984,4,0,0.020720236,0.724064946,142,1,0,12.2,0.739362121,145,0,23,0.117278129,15857.55025,30127.48811,2198.184628,69391.27096,6736.960597,1749.539753,55192,1,12.37738321,10,37.7,0,38.45459236,40.16163254,44.39776611,17.43690681,3.35436821,41.13169479,2.669748783,6.432748538,9.026188654,20.62287635,8.994170528,11.61239052,21.06888017,2.270813399,0,0,17.7,121,14.04193115,73,2809334.839,0.647214592,9,8,0.040792391,5.3,10,14.78253841,0.053488806
18159,IN,Tipton,11.7,6,0.394036919,0,3.834376248,0,0,1,0,0.066102594,0.525382519,8,0,0,12.2,0.656728208,10,0,,,2763.211053,1166.804159,99.32603663,3567.03746,2165.046097,270.2759389,67866,1,21.44019793,9.1,37.7,0,32.2991249,22.38351822,74.62088013,7.321813107,1.557811141,79.0739975,4.238957405,7.677008751,9.026188654,20.62287635,8.994170528,11.61239052,21.40113289,2.270813399,0,0,9,13,15.31818485,73,66896.22583,0.848121107,,,,5.3,1,,0.065240085
18161,IN,Union,17,3,0.421407491,0,3.282937365,0,0,0,0,0,0.561876655,4,0,0,12.2,,,0,,,1189.781475,0,74.48336705,0,666.8409603,140.2610221,65572,0,20.02257655,7.6,37.7,0,33.73155306,0,63.1183815,0,2.535172462,61.3469162,4.774030685,10.33028812,9.026188654,20.62287635,8.994170528,11.61239052,22.57654861,2.270813399,0,0,11.2,6,25.44832993,73,35710.2875,0.852151692,,,,5.3,2,,0.284050554
18163,IN,Vanderburgh,18.5,85,0.465888739,1,6.935195524,35,0.191836536,3,2,0.016576966,0.942739546,172,1,0,12.2,0.844080746,154,0,34,0.186355487,16930.66106,20870.7279,1544.196208,68117.29958,10382.73087,2619.914544,53795,1,17.88981658,9.7,37.7,66.66666412,49.55070603,37.90548706,42.43698883,11.61401176,2.0740273,40.09395599,3.518836498,8.130081301,9.026188654,20.62287635,8.994170528,11.61239052,21.62144158,2.270813399,0,0,13.9,170,22.70385361,73,3917305.769,0.944969416,8,7,0.038367305,5.3,20,10.58036327,0.111172877
18165,IN,Vermillion,16.5,12,0.78282994,0,8.65510901,3,0.195707485,0,0,0,0.456650794,7,0,0,12.2,0.521886647,8,0,3,0.195707485,2154.239104,275.263132,135.395615,769.0425465,1667.907899,365.5326585,53540,1,21.05058618,7.4,37.7,0,42.98422968,4.743662357,57.53843689,1.697897434,2.045559883,60.96154785,5.522475719,7.23817226,9.026188654,20.62287635,8.994170528,11.61239052,21.31614742,2.270813399,0,0,12.4,20,18.49979401,73,252846.9145,1.291322351,,,,5.3,3,,0.193698347
18167,IN,Vigo,23.8,47,0.440867484,1,10.66880761,25,0.234503984,1,0,0.009312201,0.834834158,89,1,0,12.2,0.750412703,80,0,15,0.140702382,16564.00363,21560.0746,2386.752154,41838.67987,10449.17537,4188.851475,48421,1,17.05933888,9.4,37.7,0,46.08322325,38.79411697,71.86430359,19.99116707,5.770537853,72.00865173,10.12753963,8.692206077,9.026188654,20.62287635,8.994170528,11.61239052,20.43088749,2.270813399,0,0,20.4,100,24.39154053,73,3004430.769,0.940247297,,4,0.037520636,5.3,8,15.93591595,0.07521978
18169,IN,Wabash,16.1,16,0.519750535,0,5.242625419,6,0.194906443,2,2,0.063938618,0.779625773,24,0,0,12.2,0.454781711,14,0,5,0.162422031,5017.8459,2360.484841,376.4589268,6002.027268,3557.187152,586.0701276,62193,0,23.12435434,8.7,37.7,100,39.00174115,18.24990082,67.27236938,7.177343845,2.946379662,59.76456833,4.586915016,9.440897659,9.026188654,20.62287635,8.994170528,11.61239052,21.5941374,2.270813399,0,1,11.2,28,17.78792,73,370173.0944,0.902294397,,,,5.3,3,,0.096674398
18171,IN,Warren,13.5,4,0.488162071,0,6.972830007,0,0,0,0,0,,,0,0,12.2,,,0,,,1605.096643,145.0265989,64.37965143,544.8342076,1051.584464,223.6291755,63154,1,20.52132701,8.9,37.7,0,32.66550523,6.403787136,80.41566467,1.704590917,1.929267406,74.474823,6.701503754,8.710801394,9.026188654,20.62287635,8.994170528,11.61239052,22.7014218,2.270813399,0,0,8.9,4,12.05150127,73,22101.31,0.473148793,,,,5.3,1,,0.118287198
18173,IN,Warrick,9,21,0.331916094,0,2.459107955,9,0.142249763,2,1,0.031965733,0.426749289,27,0,0,12.2,0.458360344,29,0,6,0.094833173,10234.78219,4115.615956,364.6463016,23050.13795,5099.189684,797.1929919,83005,1,18.42311183,9,37.7,50,22.2539933,38.61706161,66.32611084,6.89509964,1.62029016,64.07627106,3.542292833,7.138631434,9.026188654,20.62287635,8.994170528,11.61239052,24.21046042,2.270813399,0,0,6.8,36,9.01573658,73,383843.15,0.561929286,,,,5.3,7,8.302399635,0.109264031
18175,IN,Washington,18.1,6,0.212667912,0,4.235294118,6,0.212667912,1,0,0.035787139,0.425335824,12,0,0,12.2,0.389891177,11,0,4,0.141778618,5763.526053,884.5952651,471.2112268,2607.129482,2745.800893,963.9839872,57348,1,17.65311192,7.3,37.7,0,42.54864737,9.224858284,80.88024139,3.129981041,4.342960835,71.7481308,8.884645462,8.898908401,9.026188654,20.62287635,8.994170528,11.61239052,23.14952807,2.270813399,0,0,11.3,23,22.62550354,73,352483.8648,0.817545235,,,,5.3,4,12.89745617,0.142181784
18177,IN,Wayne,21.7,37,0.562498093,0,7.590795413,10,0.152026519,2,1,0.030332444,0.668916643,44,0,0,12.2,0.760132551,50,0,7,0.106418557,9964.551898,11460.8074,1288.437177,23734.61659,6409.155341,2510.367133,50569,0,19.93298574,10.4,37.7,50,51.51145325,34.43942261,62.73721695,16.62986946,4.676553249,56.57300186,9.111709595,8.308298911,9.026188654,20.62287635,8.994170528,11.61239052,22.34309498,2.270813399,0,1,15.9,67,25.88378143,73,1506582.41,1.007185578,5,,,5.3,7,15.48674679,0.105228342
18179,IN,Wells,11,8,0.284272611,0,2.808907,5,0.177670389,1,0,0.03545345,0.568545222,16,0,0,12.2,0.319806695,9,0,,,5003.165772,3502.829506,362.3162102,9186.173048,3082.384221,712.0441814,66102,1,19.29382541,7.9,37.7,0,29.71804898,33.23987961,72.52015686,12.67487907,3.361003876,71.02267456,6.605233669,6.153529533,9.026188654,20.62287635,8.994170528,11.61239052,24.24059617,2.270813399,0,0,7.6,13,12.20891666,73,238433.7533,0.46153301,,,,5.3,2,,0.071005076
18181,IN,White,14.5,16,0.66211462,0,4.416312729,10,0.413821638,1,1,0.041437037,0.66211462,16,0,0,12.2,0.703496814,17,0,3,0.124146491,3943.430549,98.18565618,189.5212553,494.3203005,2713.579096,481.9040851,62151,0,20.69831497,8.8,37.7,100,38.5623771,2.005925894,66.16493988,0.398432225,1.945603728,64.15080261,4.947172642,10.18134149,9.026188654,20.62287635,8.994170528,11.61239052,23.08408944,2.270813399,0,0,10,31,16.93564987,73,296793.41,1.258627653,,,,5.3,2,,0.081201784
18183,IN,Whitley,9.5,12,0.349060446,1,3.607417566,4,0.116353482,0,0,0,0.610855758,21,0,0,12.2,0.58176738,20,0,4,0.116353482,5989.509918,404.451016,286.4560374,1511.781406,3403.048816,502.7972268,64146,1,18.54581615,9.4,37.7,0,22.85472973,4.540975094,73.19454956,1.214859486,2.203338385,73.19958496,3.867373466,7.685810811,9.026188654,20.62287635,8.994170528,11.61239052,22.87444064,2.270813399,0,0,7.3,20,12.16863537,73,210134.0492,0.583788216,,,,5.3,3,,0.087568231
19001,IA,Adair,13.8,7,0.991641879,0,4.83715817,0,0,2,0,0.283165783,0.566652477,4,0,0,9.8,0.849978745,6,0,,,1100.635551,177.0761553,82.13975787,617.3417063,972.1602328,257.0863323,60847,0,23.39914621,9.1,37.4,0,33.45070423,8.036211014,63.80495834,2.305078745,2.495132446,59.13383484,7.809426785,10.68075117,4.076789529,10.12310256,8.502626294,11.61603711,22.17182497,1.849792969,0,1,10.2,11,19.32521057,92,63204.93584,1.470784903,,,,3.2,1,,0.133707717
19003,IA,Adams,15.3,,,0,5.770292656,0,0,1,0,0.274348408,0.836120427,3,0,0,9.8,0.836120427,3,0,,,493.497635,80.88902616,14.77138196,258.7748425,474.1516057,71.96266108,54403,0,23.19114471,8.2,37.4,0,34.89932886,6.422805786,58.12693024,2.007670164,0.861305058,55.13390732,4.196073532,11.63310962,4.076789529,10.12310256,8.502626294,11.61603711,21.94924406,1.849792969,0,1,10.6,4,20.04366493,92,20551.12542,1.086956501,,,,3.2,1,,0.271739125
19005,IA,Allamakee,15.2,9,0.659727335,0,4.125879197,0,0,2,0,0.144592255,0.219909102,3,0,0,9.8,1.466060638,20,0,5,0.36651516,1786.712981,498.4837631,90.30301987,1558.596299,1412.17819,257.4989706,60717,0,23.03534599,7.5,37.4,0,48.28532236,10.87645721,53.97924423,3.478602648,1.54496181,50.38095474,4.40545702,9.647919524,4.076789529,10.12310256,8.502626294,11.61603711,23.31982078,1.849792969,0,0,9.9,17,14.57508659,92,92076.96448,1.210309029,,,,3.2,4,4.371758938,0.284778595
